MJD           m       dm    uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57807.437845  13.554  0.003 13759   45 c  0  22.33 123.84708 -38.98981  2698.59  3942.57 3.85 3.79 -86.3 -0.385 19.39 21.31 02a57807o0407c
57807.453368  13.552  0.003 13778   46 c  0  18.17 123.84708 -38.98981  2715.59  3823.64 3.88 3.75 -84.1 -0.385 19.36 21.25 02a57807o0437c
57811.399960  13.538  0.004 13952   53 c  0  15.29 123.84708 -38.98981  2937.13  1583.58 4.33 4.06 -20.4 -0.414 19.15 21.10 02a57811o0340c
57811.415145  13.528  0.003 14086   47 c  0  19.18 123.84708 -38.98981  2924.81  1541.16 4.14 3.88 -22.9 -0.428 19.38 21.35 02a57811o0369c
57811.429788  13.402  0.051 15823  807 c  0   1.33 123.84708 -38.98981  2990.31  1618.33 4.30 4.06 -27.8 -0.394 15.59 17.53 02a57811o0397c
57811.444945  13.547  0.008 13838  108 c  0   3.00 123.84708 -38.98981  3007.00  1498.89 4.08 3.83 -23.0 -0.423 18.00 19.84 02a57811o0426c
57819.377705  13.261  0.004 18017   68 o  0  14.23 123.84708 -38.98981  4593.33  3321.34 3.71 3.65  78.4 -0.434 18.41 19.49 02a57819o0189o
57819.392810  13.263  0.004 17986   63 o  0  22.77 123.84708 -38.98981  4580.68  3280.16 3.52 3.46 -87.1 -0.456 18.43 19.45 02a57819o0218o
57819.407970  13.261  0.004 18012   67 o  0  20.02 123.84708 -38.98981  4629.26  3356.11 3.49 3.47 -71.9 -0.451 18.39 19.39 02a57819o0247o
57819.422755  13.268  0.004 17892   70 o  0  15.28 123.84708 -38.98981  4661.20  3237.77 3.47 3.40 -77.9 -0.457 18.34 19.28 02a57819o0275o
57823.364657  13.270  0.005 17870   81 o  0   8.64 123.84708 -38.98981  2709.33  4065.70 3.59 3.43 -76.8 -0.475 17.96 18.44 02a57823o0271o
57823.379667  13.274  0.005 17803   86 o  0   4.11 123.84708 -38.98981  2697.78  4025.52 3.91 3.70  -8.7 -0.427 17.80 18.33 02a57823o0301o
57823.394673  13.271  0.005 17843   95 o  0   3.18 123.84708 -38.98981  2744.53  4101.88 3.81 3.69  -8.3 -0.433 17.80 18.28 02a57823o0331o
57823.409692  13.277  0.005 17750   90 o  0   3.81 123.84708 -38.98981  2776.94  3983.38 3.95 3.72  -8.3 -0.431 17.71 18.20 02a57823o0361o
57827.360039  13.253  0.004 18151   72 o  0  13.96 123.84708 -38.98981  4194.74  1509.58 3.62 3.53 -41.3 -0.480 17.82 18.53 02a57827o0232o
57827.375031  13.256  0.004 18093   76 o  0   8.76 123.84708 -38.98981  4182.46  1468.61 3.60 3.52 -26.9 -0.481 17.80 18.46 02a57827o0262o
57827.390031  13.266  0.004 17932   75 o  0   9.97 123.84708 -38.98981  4244.25  1544.22 3.71 3.60 -25.9 -0.465 17.72 18.37 02a57827o0292o
57827.404639  13.263  0.004 17975   74 o  0  10.20 123.84708 -38.98981  4260.59  1425.72 3.70 3.54 -15.8 -0.476 17.68 18.28 02a57827o0321o
57831.345684  13.242  0.003 18335   57 o  0  31.97 123.84708 -38.98981  3237.67  2970.63 3.79 3.66 -74.7 -0.425 18.35 19.66 02a57831o0244o
57831.360670  13.258  0.003 18066   56 o  0  34.37 123.84708 -38.98981  3223.70  2928.90 3.89 3.79 -45.3 -0.414 18.32 19.67 02a57831o0274o
57831.375727  13.234  0.003 18474   60 o  0  20.42 123.84708 -38.98981  3271.49  3004.28 3.90 3.81 -59.9 -0.414 18.27 19.62 02a57831o0304o
57831.390755  13.279  0.003 17715   61 o  0  11.75 123.84708 -38.98981  3303.80  2886.53 4.09 3.90  -0.9 -0.408 18.19 19.58 02a57831o0334o
57835.342533  13.530  0.003 14062   47 c  0  19.60 123.84708 -38.98981  3691.79  3249.59 4.10 3.97  79.0 -0.367 18.69 20.49 02a57835o0156c
57835.357619  13.530  0.003 14054   49 c  0  18.81 123.84708 -38.98981  3678.93  3208.63 3.83 3.72  78.3 -0.389 18.72 20.45 02a57835o0185c
57835.373340  13.552  0.004 13776   51 c  0  16.81 123.84708 -38.98981  3740.79  3284.74 3.93 3.77  36.1 -0.380 18.59 20.33 02a57835o0215c
57839.344435  13.557  0.004 13721   49 c  0  11.15 123.84708 -38.98981  3805.58  2741.84 4.01 3.89  80.0 -0.377 18.63 20.37 02a57839o0241c
57839.359709  13.576  0.004 13479   52 c  0  12.89 123.84708 -38.98981  3853.30  2817.48 3.92 3.81  57.1 -0.382 18.56 20.29 02a57839o0269c
57839.375092  13.526  0.011 14116  162 c  0   1.71 123.84708 -38.98981  3885.14  2699.56 4.22 3.84  41.2 -0.376 17.01 18.85 02a57839o0298c
57843.317711  13.532  0.003 14038   46 c  0  21.85 123.84708 -38.98981  4730.24  4282.07 3.88 3.79  72.3 -0.374 18.62 20.24 02a57843o0167c
57843.333281  13.544  0.004 13886   49 c  0  22.78 123.84708 -38.98981  4717.05  4240.56 3.88 3.77  82.7 -0.376 18.61 20.23 02a57843o0196c
57843.348434  13.546  0.004 13855   49 c  0  18.88 123.84708 -38.98981  4778.72  4316.02 3.96 3.85  86.0 -0.372 18.54 20.17 02a57843o0225c
57847.308524  13.536  0.005 13988   66 c  0   5.90 123.84708 -38.98981  4541.96  2886.03 4.10 3.99  89.8 -0.380 18.01 19.10 02a57847o0158c
57847.323590  13.542  0.005 13903   63 c  0   7.49 123.84708 -38.98981  4529.32  2844.11 4.13 4.03  89.4 -0.369 17.97 19.04 02a57847o0187c
57847.339726  13.518  0.005 14223   69 c  0   2.99 123.84708 -38.98981  4575.08  2919.36 4.08 4.01  44.6 -0.376 17.93 19.04 02a57847o0218c
57851.298089  13.252  0.004 18166   70 o  0  16.22 123.84708 -38.98981  2791.12  4131.11 3.66 3.59  69.1 -0.451 17.60 18.12 02a57851o0058o
57851.312233  13.243  0.004 18319   73 o  0  13.44 123.84708 -38.98981  2779.27  4070.51 3.56 3.46  70.9 -0.460 17.58 18.06 02a57851o0087o
57851.326888  13.252  0.004 18166   76 o  0   9.92 123.84708 -38.98981  2842.02  4164.84 3.61 3.40  42.1 -0.449 17.48 17.92 02a57851o0117o
57855.312363  13.266  0.010 17924  182 o  0   1.52 123.84708 -38.98981  3924.85  3451.74 3.85 3.70  85.3 -0.449 16.73 16.99 02a57855o0195o
57855.323057  13.278  0.007 17741  127 o  0   2.48 123.84708 -38.98981  3912.20  3410.96 4.09 3.94  87.8 -0.406 16.60 16.97 02a57855o0217o
57859.286092  13.249  0.004 18209   68 o  0  26.07 123.84708 -38.98981  2449.33  1279.82 3.75 3.54 -66.0 -0.477 18.08 19.18 02a57859o0145o
57859.298296  13.238  0.004 18405   68 o  0  30.70 123.84708 -38.98981  2422.34  1237.71 3.74 3.45 -64.2 -0.485 18.04 19.06 02a57859o0170o
57859.311457  13.244  0.004 18291   67 o  0  34.52 123.84708 -38.98981  2485.55  1314.88 3.72 3.44 -59.8 -0.492 18.02 19.06 02a57859o0197o
57863.279457  13.528  0.004 14084   50 c  0  16.29 123.84708 -38.98981  2927.86  4012.19 4.11 3.82  73.2 -0.412 18.48 20.03 02a57863o0086c
57863.290501  13.526  0.004 14118   50 c  0  18.22 123.84708 -38.98981  2915.02  3970.52 4.04 3.77  76.3 -0.405 18.47 19.99 02a57863o0107c
57863.302599  13.545  0.004 13865   50 c  0  23.06 123.84708 -38.98981  2977.67  4046.81 4.01 3.76  76.3 -0.407 18.42 19.92 02a57863o0130c
57867.262158  13.579  0.014 13435  183 c  0   1.58 123.84708 -38.98981  5990.21  2654.97 3.82 3.17  33.5 -0.437 16.71 17.84 02a57867o0080c
57867.274279  13.491  0.088 14572 1284 c  0   0.83 123.84708 -38.98981  5975.59  2614.72 3.39 3.13  55.4 -0.394 15.29 16.57 02a57867o0103c
57867.286376  13.358  0.062 16472 1014 c  0   1.28 123.84708 -38.98981  6020.17  2690.09 3.36 3.09  54.6 -0.389 14.56 15.88 02a57867o0126c
57867.298485 -11.540  0.396 -87934 34860 c  0   1.22 123.84708 -38.98981  6050.26  2570.24 3.52 3.21  63.7 -0.393 11.63 13.22 02a57867o0149c
57871.259782  13.543  0.003 13897   38 c  0  48.45 123.84708 -38.98981  5860.45  2945.93 3.09 2.84  34.9 -0.422 19.11 20.24 02a57871o0024c
57871.288693  13.568  0.004 13582   48 c  0  12.49 123.84708 -38.98981  5902.54  2983.39 3.53 3.17  59.5 -0.413 18.68 20.08 02a57871o0060c
58037.635279  13.308  0.003 17245   48 o  0  64.38 123.84708 -38.98981  1665.81  4612.09 2.32 2.21 -22.2 -0.420 18.66 19.35 02a58037o0713o
58039.638010  13.317  0.004 17111   60 o  0   8.11 123.84708 -38.98981  8060.72  8967.13 4.20 3.69 -86.6 -0.370 18.10 19.16 01a58039o0815o
58043.620328  19.856  0.690    42   29 o  0   0.89 123.84708 -38.98981    47.63  7347.49 3.91 3.15 -89.3 -0.341 18.76 20.25 01a58043o0925o
58043.635532  13.297  0.003 17424   51 o  0  11.86 123.84708 -38.98981  9858.46  7280.29 4.60 3.77 -87.8 -0.359 18.53 20.06 01a58043o0958o
58043.636446  13.297  0.003 17421   53 o  0   8.16 123.84708 -38.98981  9841.33  7238.83 4.68 3.72 -88.0 -0.367 18.38 19.86 01a58043o0960o
58043.639675  13.301  0.004 17368   64 o  0  18.17 123.84708 -38.98981    64.81  7326.90 4.09 3.40 -88.3 -0.357 18.23 19.59 01a58043o0967o
58043.651311  13.292  0.010 17508  167 o  0   4.02 123.84708 -38.98981    65.60  7171.24 3.74 3.01  87.7 -0.357 16.97 17.38 01a58043o0992o
58043.652293  13.312  0.038 17179  651 o  0   1.07 123.84708 -38.98981  9880.08  7263.12 4.18 3.15 -88.0 -0.461 16.61 17.02 01a58043o0994o
58047.621296  13.301  0.003 17367   48 o  0  30.83 123.84708 -38.98981  7109.48  6810.84 3.80 3.16 -83.7 -0.417 18.71 20.07 01a58047o0931o
58047.626798  13.295  0.003 17451   49 o  0   9.47 123.84708 -38.98981  7085.33  6755.03 4.06 3.48  84.3 -0.396 18.63 20.07 01a58047o0943o
58047.634153  13.306  0.003 17276   48 o  0  20.92 123.84708 -38.98981  7121.59  6807.54 3.69 3.10  86.0 -0.415 18.72 20.00 01a58047o0959o
58047.648912  13.339  0.016 16762  263 o  0   1.40 123.84708 -38.98981  7130.01  6641.52 3.58 2.80 -86.3 -0.430 17.34 17.57 01a58047o0991o
58055.584969  13.318  0.003 17098   46 o  0  20.59 123.84708 -38.98981  6288.22  6723.60 4.21 3.87  79.5 -0.390 18.77 20.59 01a58055o0865o
58055.591880  13.305  0.003 17301   46 o  0  34.41 123.84708 -38.98981  6259.92  6664.89 3.88 3.37  82.0 -0.425 18.89 20.60 01a58055o0880o
58055.598775  13.307  0.003 17265   46 o  0  28.68 123.84708 -38.98981  6309.09  6721.05 3.95 3.46 -87.9 -0.403 18.86 20.61 01a58055o0895o
58055.605686  13.309  0.003 17232   44 o  0  39.58 123.84708 -38.98981  6313.47  6583.55 3.64 3.21  89.8 -0.415 18.96 20.66 01a58055o0910o
58059.585573  13.324  0.004 17005   63 o  0  14.33 123.84708 -38.98981  7583.04  6963.41 3.83 2.88 -87.5 -0.427 18.21 19.08 01a58059o0787o
58059.593644  13.312  0.003 17188   56 o  0  26.36 123.84708 -38.98981  7554.78  6898.77 3.63 2.65 -87.5 -0.451 18.35 19.15 01a58059o0804o
58059.601573  13.331  0.004 16882   60 o  0  12.61 123.84708 -38.98981  7603.04  6949.87 3.69 2.81 -88.6 -0.431 18.35 19.24 01a58059o0821o
58059.609414  13.311  0.003 17201   56 o  0  15.63 123.84708 -38.98981  7606.03  6807.48 3.76 2.92 -87.5 -0.430 18.41 19.42 01a58059o0838o
58063.591425  13.317  0.004 17101   64 o  0   6.01 123.84708 -38.98981  9811.53  7746.48 4.26 3.30 -88.5 -0.377 18.13 19.18 01a58063o0892o
58063.595150  13.326  0.004 16970   60 o  0   8.36 123.84708 -38.98981  9774.78  7695.94 4.26 3.27 -87.4 -0.384 18.20 19.20 01a58063o0900o
58063.602972  13.309  0.004 17239   61 o  0   5.30 123.84708 -38.98981  9825.87  7745.72 4.29 3.50 -89.9 -0.369 18.23 19.24 01a58063o0917o
58063.610809  13.311  0.003 17198   59 o  0   6.46 123.84708 -38.98981  9845.27  7600.87 4.26 3.71 -89.0 -0.364 18.20 19.27 01a58063o0934o
58065.586881  13.320  0.004 17067   64 o  0  43.57 123.84708 -38.98981  2817.14  1988.49 2.13 1.98  52.9 -0.446 18.04 19.00 02a58065o0884o
58065.591047  13.334  0.003 16848   58 o  0 151.71 123.84708 -38.98981  2846.32  2027.53 2.04 1.93  53.7 -0.445 17.43 18.44 02a58065o0893o
58065.598917  13.254  0.011 18137  191 o  0   2.36 123.84708 -38.98981  2783.62  1951.26 2.16 2.03  76.7 -0.512 17.26 18.22 02a58065o0910o
58065.606781  13.316  0.026 17119  448 o  0   1.14 123.84708 -38.98981  2751.33  2069.06 2.23 2.12  64.4 -0.482 16.56 17.45 02a58065o0927o
58067.576778  13.307  0.003 17259   46 o  0  41.23 123.84708 -38.98981  6318.37  8487.69 3.63 2.98 -87.7 -0.428 18.70 20.00 01a58067o0849o
58067.587348  13.311  0.003 17209   46 o  0  59.97 123.84708 -38.98981  6272.73  8412.90 3.52 2.83 -86.1 -0.437 18.78 20.04 01a58067o0872o
58067.595176  13.299  0.003 17391   47 o  0  28.09 123.84708 -38.98981  6323.91  8463.35 3.75 3.37 -82.3 -0.407 18.63 20.07 01a58067o0889o
58067.603011  13.294  0.003 17472   47 o  0  33.90 123.84708 -38.98981  6345.19  8318.79 3.70 3.51 -61.1 -0.405 18.65 20.11 01a58067o0906o
58071.566381  13.293  0.003 17486   45 o  0  47.11 123.84708 -38.98981  6196.56  6067.44 3.85 3.02  88.6 -0.416 18.82 20.32 01a58071o0743o
58071.572807  13.291  0.003 17516   45 o  0  57.20 123.84708 -38.98981  6156.85  6007.35 3.80 2.98 -89.3 -0.420 18.87 20.37 01a58071o0757o
58071.580133  13.290  0.003 17538   44 o  0  79.07 123.84708 -38.98981  6207.91  6059.10 3.67 2.84 -89.6 -0.429 18.91 20.40 01a58071o0773o
58071.589813  13.295  0.003 17458   46 o  0  50.41 123.84708 -38.98981  6227.64  5909.46 3.69 2.96  86.1 -0.415 18.90 20.41 01a58071o0794o
58073.574120  13.560  0.003 13683   42 c  0  45.08 123.84708 -38.98981  3828.50  1340.14 3.22 2.78  48.9 -0.402 19.19 21.24 02a58073o0333c
58075.571915  13.285  0.002 17622   44 o  0  76.94 123.84708 -38.98981  7528.67  5974.84 3.80 2.99 -88.3 -0.416 18.97 20.55 01a58075o0847o
58075.581546  13.288  0.003 17575   45 o  0  68.99 123.84708 -38.98981  7502.20  5902.69 3.69 2.82 -88.3 -0.434 18.99 20.51 01a58075o0868o
58075.582919  13.286  0.003 17606   46 o  0  45.66 123.84708 -38.98981  7561.66  5974.00 3.78 3.11 -88.2 -0.426 18.93 20.52 01a58075o0871o
58075.592584  13.286  0.002 17611   44 o  0  95.33 123.84708 -38.98981  7566.64  5822.69 3.78 2.85 -89.3 -0.428 18.96 20.53 01a58075o0892o
58079.553632  13.285  0.003 17617   46 o  0  33.31 123.84708 -38.98981  6893.78  6858.81 4.14 3.19  89.7 -0.412 18.82 20.47 01a58079o0808o
58079.559136  13.289  0.003 17554   44 o  0  54.33 123.84708 -38.98981  6871.83  6801.91 4.03 3.05 -89.0 -0.420 18.85 20.46 01a58079o0820o
58079.566032  13.289  0.002 17559   44 o  0  71.11 123.84708 -38.98981  6924.06  6853.95 3.99 2.97 -89.7 -0.418 18.91 20.53 01a58079o0835o
58079.572960  13.279  0.003 17723   45 o  0  32.33 123.84708 -38.98981  6931.53  6713.40 4.12 3.48  89.5 -0.388 18.84 20.58 01a58079o0850o
58081.527273  13.564  0.003 13627   38 c  0  37.80 123.84708 -38.98981  4161.34  3533.59 3.29 2.81  54.3 -0.390 19.21 21.04 02a58081o0559c
58081.535498  13.582  0.003 13401   36 c  0 131.13 123.84708 -38.98981  4174.09  3573.39 2.95 2.52  55.0 -0.410 19.30 21.07 02a58081o0577c
58081.542798  13.581  0.003 13410   36 c  0 129.83 123.84708 -38.98981  4111.65  3496.94 2.94 2.50  56.2 -0.404 19.36 21.10 02a58081o0593c
58081.551541  13.571  0.003 13536   37 c  0 149.12 123.84708 -38.98981  4092.71  3614.95 3.00 2.55  54.0 -0.403 19.35 21.11 02a58081o0612c
58083.564338  13.081  0.106 21266 2258 o  0   1.23 123.84708 -38.98981  9654.70  7964.30 3.82 3.15  89.4 -0.375 14.50 15.78 01a58083o0089o
58091.513223  13.306  0.005 17280   91 o  0   3.86 123.84708 -38.98981  9362.95  7413.30 4.39 3.27 -85.0 -0.392 17.96 18.86 01a58091o0689o
58091.521486  13.314  0.005 17154   83 o  0   5.32 123.84708 -38.98981  9320.71  7347.94 4.32 3.21 -86.0 -0.393 17.99 18.89 01a58091o0707o
58091.528376  13.311  0.005 17209   90 o  0   3.78 123.84708 -38.98981  9372.59  7400.19 4.45 3.40 -88.3 -0.391 17.99 18.91 01a58091o0722o
58091.535298  13.313  0.005 17173   93 o  0   3.00 123.84708 -38.98981  9392.92  7258.95 4.68 4.32 -70.2 -0.340 17.80 18.92 01a58091o0737o
58095.522805  13.284  0.003 17642   51 o  0  24.38 123.84708 -38.98981  6197.38  6724.32 3.69 2.86 -89.5 -0.431 18.61 19.79 01a58095o0740o
58095.536125  13.304  0.003 17317   49 o  0  34.46 123.84708 -38.98981  6154.55  6638.90 3.89 3.07 -88.6 -0.422 18.59 19.82 01a58095o0769o
58095.542536  13.295  0.003 17454   50 o  0  11.51 123.84708 -38.98981  6208.84  6691.63 4.01 3.82 -76.0 -0.368 18.47 19.84 01a58095o0783o
58095.550353  13.296  0.003 17435   50 o  0  16.75 123.84708 -38.98981  6232.09  6545.35 4.02 3.17 -84.8 -0.411 18.57 19.86 01a58095o0800o
58097.524669  13.291  0.003 17520   46 o  0 116.45 123.84708 -38.98981  2899.01  3511.80 2.42 2.25  52.2 -0.428 18.96 20.13 02a58097o0690o
58097.533340  13.304  0.003 17321   46 o  0 229.80 123.84708 -38.98981  2927.15  3550.28 2.46 2.31  53.5 -0.399 18.93 20.17 02a58097o0709o
58097.540648  13.317  0.003 17104   48 o  0 143.84 123.84708 -38.98981  2850.22  3590.84 2.50 2.38  44.3 -0.394 18.87 20.18 02a58097o0725o
58097.546139  13.296  0.003 17437   49 o  0  59.86 123.84708 -38.98981  2863.85  3475.56 2.48 2.33  50.9 -0.403 18.81 20.21 02a58097o0737o
58099.525480  13.312  0.003 17179   56 o  0   5.70 123.84708 -38.98981  7990.54  6299.27 4.54 4.16  88.0 -0.356 18.30 19.96 01a58099o0745o
58099.526396  13.296  0.003 17446   52 o  0  17.27 123.84708 -38.98981  7974.29  6257.06 4.18 3.61 -89.4 -0.402 18.45 20.00 01a58099o0747o
58099.531434  13.299  0.003 17400   46 o  0  33.76 123.84708 -38.98981  8030.22  6314.69 4.18 3.35  88.5 -0.402 18.77 20.31 01a58099o0758o
58099.539693  13.301  0.003 17361   46 o  0  19.28 123.84708 -38.98981  8038.06  6167.52 4.21 3.46  89.0 -0.393 18.71 20.29 01a58099o0776o
58103.518847  13.302  0.003 17348   44 o  0  68.41 123.84708 -38.98981  8112.73  7190.39 4.07 2.93 -88.0 -0.411 19.01 20.65 01a58103o0588o
58103.523427  13.282  0.002 17666   44 o  0  65.66 123.84708 -38.98981  8092.92  7134.28 4.05 3.01 -87.3 -0.418 18.99 20.64 01a58103o0598o
58103.525259  13.289  0.003 17552   44 o  0  60.94 123.84708 -38.98981  8152.26  7204.05 4.07 2.99 -86.9 -0.409 18.97 20.63 01a58103o0602o
58103.532594  13.298  0.003 17407   44 o  0  73.73 123.84708 -38.98981  8161.65  7059.48 4.11 3.07 -89.7 -0.405 18.92 20.63 01a58103o0618o
58109.489225 -17.267  0.032  -450   15 c  0 141.27 123.84708 -38.98981  1231.17  2806.08 4.54 3.84  66.6 -0.517 19.15 21.73 02a58109o0273c
58109.490139  18.789  0.139   111   15 c  0 162.99 123.84708 -38.98981  1261.12  2844.61 4.93 4.38  45.6 -0.396 19.04 21.72 02a58109o0275c
58109.495160 -18.606  0.126  -131   16 c  0 164.89 123.84708 -38.98981  1199.41  2768.88 4.78 4.25  43.1 -0.460 19.05 21.75 02a58109o0286c
58109.503400 -17.469  0.042  -374   16 c  0 160.81 123.84708 -38.98981  1182.14  2886.50 4.26 3.52  70.8 -0.632 19.06 21.75 02a58109o0304c
58111.488617  13.295  0.003 17462   45 o  0  29.17 123.84708 -38.98981  5985.86  6031.95 3.98 3.30  85.9 -0.403 18.82 20.49 01a58111o0656o
58111.489991  13.285  0.003 17613   45 o  0  37.17 123.84708 -38.98981  5969.00  5988.17 3.88 3.15  88.1 -0.424 18.91 20.49 01a58111o0659o
58111.501717  13.295  0.002 17461   44 o  0  38.08 123.84708 -38.98981  6019.32  6022.01 3.85 3.17  87.3 -0.408 18.91 20.61 01a58111o0684o
58111.512710  13.291  0.003 17515   44 o  0  42.66 123.84708 -38.98981  6025.87  5864.56 3.92 3.22  88.4 -0.410 18.95 20.66 01a58111o0708o
58115.482590  13.286  0.003 17604   49 o  0  16.67 123.84708 -38.98981  8305.85  6442.42 4.32 3.77 -81.4 -0.386 18.61 20.07 01a58115o0653o
58115.483507  13.294  0.003 17474   47 o  0  31.31 123.84708 -38.98981  8335.29  6476.97 4.19 3.31 -88.2 -0.402 18.65 20.07 01a58115o0655o
58115.495499  13.299  0.003 17394   48 o  0  10.87 123.84708 -38.98981  8356.82  6470.23 4.83 4.42 -15.5 -0.357 18.53 20.20 01a58115o0680o
58115.499620  13.290  0.003 17543   48 o  0  15.51 123.84708 -38.98981  8367.23  6337.94 4.35 4.18 -61.3 -0.382 18.63 20.27 01a58115o0689o
58117.496657  13.304  0.003 17310   56 o  0 110.78 123.84708 -38.98981  6400.69  8106.84 2.06 1.90  29.5 -0.524 18.79 19.28 02a58117o0335o
58117.506252  13.278  0.003 17742   55 o  0 142.93 123.84708 -38.98981  6387.50  8067.60 2.07 1.91  29.8 -0.535 18.78 19.31 02a58117o0356o
58117.519394  13.300  0.003 17378   53 o  0 179.01 123.84708 -38.98981  6448.53  8141.41 2.05 1.91  29.9 -0.520 18.77 19.33 02a58117o0384o
58117.527154  13.285  0.003 17624   54 o  0 137.14 123.84708 -38.98981  6464.91  8024.23 2.05 1.94  38.0 -0.528 18.77 19.33 02a58117o0401o
58119.480713  13.316  0.005 17129   78 o  0   5.61 123.84708 -38.98981  9227.12  8537.48 4.15 3.08 -85.1 -0.387 17.97 18.85 01a58119o0630o
58119.487126  13.313  0.004 17169   76 o  0   6.28 123.84708 -38.98981  9209.67  8475.91 4.07 2.93 -84.7 -0.395 18.07 18.86 01a58119o0644o
58119.495165  13.312  0.003 17189   58 o  0  12.48 123.84708 -38.98981  1430.20  1776.99 3.33 2.85  81.1 -0.467 18.13 18.90 01a58119o0661o
58119.496079  13.303  0.003 17327   58 o  0  10.03 123.84708 -38.98981  1417.39  1898.25 3.46 2.89  86.1 -0.461 18.06 18.87 01a58119o0663o
58121.480341  13.287  0.003 17586   58 o  0  43.14 123.84708 -38.98981  1289.55  4647.82 2.47 2.16  42.5 -0.451 18.23 18.69 02a58121o0624o
58121.481710  13.285  0.003 17627   60 o  0  32.92 123.84708 -38.98981  1319.89  4686.03 2.40 2.12  44.8 -0.465 18.18 18.68 02a58121o0627o
58121.493996  13.289  0.004 17556   63 o  0  35.69 123.84708 -38.98981  1256.83  4610.33 2.41 2.08  34.9 -0.479 18.12 18.57 02a58121o0652o
58121.504950  13.288  0.004 17567   66 o  0  32.65 123.84708 -38.98981  1239.63  4726.93 2.44 2.01  30.3 -0.471 17.99 18.45 02a58121o0676o
58123.488972  13.307  0.003 17261   50 o  0  30.45 123.84708 -38.98981  4029.32  4085.89 3.52 2.84 -89.4 -0.425 18.42 19.62 01a58123o0336o
58123.501339  13.302  0.003 17354   49 o  0  20.62 123.84708 -38.98981  4069.26  4172.85 3.61 2.96 -89.3 -0.426 18.36 19.62 01a58123o0363o
58123.511878  13.312  0.003 17188   49 o  0  36.98 123.84708 -38.98981  4017.07  4139.76 3.48 2.90 -88.7 -0.436 18.43 19.60 01a58123o0385o
58123.513252  13.293  0.003 17487   49 o  0  25.40 123.84708 -38.98981  3987.50  4262.17 3.76 3.03 -87.2 -0.430 18.35 19.60 01a58123o0388o
58127.486736  13.277  0.002 17756   43 o  0  61.88 123.84708 -38.98981  2970.89  2630.10 3.62 3.21  87.6 -0.429 19.00 21.01 01a58127o0642o
58127.495017  13.285  0.002 17618   43 o  0  73.51 123.84708 -38.98981  3006.10  2703.15 3.51 3.23  87.4 -0.427 18.96 20.92 01a58127o0659o
58127.496848  13.277  0.003 17752   44 o  0  45.43 123.84708 -38.98981  2948.98  2633.99 3.62 3.24 -86.8 -0.431 18.91 20.90 01a58127o0663o
58127.500512  13.278  0.002 17729   44 o  0  35.84 123.84708 -38.98981  2936.26  2765.70 3.66 3.32 -88.1 -0.416 18.92 20.91 01a58127o0671o
58129.482217  -1.638  0.542 16420429145 8901601063 o  0   0.87 123.84708 -38.98981  9290.52  8123.28 2.21 2.11  49.3 -0.466 -2.67 -1.24 02a58129o0628o
58129.489522  13.264  0.044 17966  786 o  0   0.96 123.84708 -38.98981  9276.42  8085.45 2.79 2.62  59.6 -0.471 15.17 16.70 02a58129o0644o
58129.498190  13.325  0.009 16988  151 o  0  30.54 123.84708 -38.98981  9338.87  8163.15 2.09 2.07  20.9 -0.477 17.28 18.51 02a58129o0663o
58129.506305  13.226  0.129 18605 2401 o  0   1.04 123.84708 -38.98981  9354.63  8041.23 2.16 2.03   5.1 -0.520 15.24 16.58 02a58129o0680o
58131.477370  13.286  0.003 17599   51 o  0  18.81 123.84708 -38.98981  1057.96  3214.49 3.83 3.12  83.4 -0.428 18.89 20.89 01a58131o0439o
58131.479200  13.288  0.003 17571   48 o  0  25.58 123.84708 -38.98981  1074.16  3261.03 4.06 3.35  84.3 -0.416 18.84 20.93 01a58131o0443o
58131.486988  13.305  0.003 17303   58 o  0  17.64 123.84708 -38.98981  1019.28  3216.03 3.99 3.31  84.8 -0.421 18.40 20.43 01a58131o0460o
58131.501195  13.304  0.004 17306   73 o  0   8.57 123.84708 -38.98981  1011.05  3392.21 3.97 3.25  83.9 -0.410 18.28 20.20 01a58131o0490o
58135.475248  13.277  0.003 17756   45 o  0  33.13 123.84708 -38.98981  2648.27  2855.28 3.84 3.53  88.0 -0.414 18.78 20.59 01a58135o0608o
